"truth_kernel","rep","parameter_1","parameter_2","correlation"
"ou",1,"K","mu",-0.00235484635484636
"ou",1,"alpha","mu",0.0398237438237438
"ou",1,"c","mu",-0.0302892662892663
"ou",1,"alpha","K",-0.383575451575452
"ou",1,"c","K",-0.820531660531661
"ou",1,"alpha","c",-0.000984264984264985
"ou",1,"mu","p",-0.0546068106068106
"ou",1,"K","p",-0.415833127833128
"ou",1,"alpha","p",0.025037857037857
"ou",1,"c","p",0.735417831417831
"ou",2,"K","mu",0.0142415422415422
"ou",2,"alpha","mu",0.0129026289026289
"ou",2,"c","mu",-0.0246012486012486
"ou",2,"alpha","K",-0.397507405507405
"ou",2,"c","K",-0.82139342939343
"ou",2,"alpha","c",0.00277863877863878
"ou",2,"mu","p",-0.00110952110952111
"ou",2,"K","p",-0.407578151578152
"ou",2,"alpha","p",-0.00241470241470241
"ou",2,"c","p",0.731279999279999
"ou",3,"K","mu",0.015997935997936
"ou",3,"alpha","mu",-0.0238628878628879
"ou",3,"c","mu",-0.0227268107268107
"ou",3,"alpha","K",-0.341865221865222
"ou",3,"c","K",-0.807658851658852
"ou",3,"alpha","c",-0.104849384849385
"ou",3,"mu","p",-0.0201578601578602
"ou",3,"K","p",-0.411473691473692
"ou",3,"alpha","p",-0.0771143451143451
"ou",3,"c","p",0.735488583488584
"ou",4,"K","mu",-0.0409433449433449
"ou",4,"alpha","mu",0.00785777585777586
"ou",4,"c","mu",0.0407373767373767
"ou",4,"alpha","K",-0.485854397854398
"ou",4,"c","K",-0.815802407802408
"ou",4,"alpha","c",0.0727606447606448
"ou",4,"mu","p",0.0159153879153879
"ou",4,"K","p",-0.398764250764251
"ou",4,"alpha","p",0.0355804435804436
"ou",4,"c","p",0.723534243534244
"ou",5,"K","mu",0.0462439542439542
"ou",5,"alpha","mu",-0.0145174705174705
"ou",5,"c","mu",-0.0573374613374613
"ou",5,"alpha","K",-0.392924552924553
"ou",5,"c","K",-0.844121176121176
"ou",5,"alpha","c",0.0225235425235425
"ou",5,"mu","p",-0.071001539001539
"ou",5,"K","p",-0.427839955839956
"ou",5,"alpha","p",-0.00185823785823786
"ou",5,"c","p",0.726025974025974
"ou",6,"K","mu",0.0743452463452463
"ou",6,"alpha","mu",-0.0326065166065166
"ou",6,"c","mu",-0.0571930891930892
"ou",6,"alpha","K",-0.379856167856168
"ou",6,"c","K",-0.810934374934375
"ou",6,"alpha","c",-0.0381413061413061
"ou",6,"mu","p",-0.042020754020754
"ou",6,"K","p",-0.391692163692164
"ou",6,"alpha","p",-0.0242757122757123
"ou",6,"c","p",0.7197506997507
"ou",7,"K","mu",-0.00090938490938491
"ou",7,"alpha","mu",-0.034993150993151
"ou",7,"c","mu",0.0254566574566575
"ou",7,"alpha","K",-0.406076902076902
"ou",7,"c","K",-0.836317952317952
"ou",7,"alpha","c",0.0399320799320799
"ou",7,"mu","p",0.0313228033228033
"ou",7,"K","p",-0.405583545583546
"ou",7,"alpha","p",0.0355958995958996
"ou",7,"c","p",0.70833396033396
"ou",8,"K","mu",0.0742130302130302
"ou",8,"alpha","mu",-0.0183556983556984
"ou",8,"c","mu",-0.0840806400806401
"ou",8,"alpha","K",-0.392700308700309
"ou",8,"c","K",-0.850194814194814
"ou",8,"alpha","c",0.0364098604098604
"ou",8,"mu","p",-0.0506686826686827
"ou",8,"K","p",-0.478050886050886
"ou",8,"alpha","p",0.0588754668754669
"ou",8,"c","p",0.745393825393825
"ou",9,"K","mu",-0.0132399852399852
"ou",9,"alpha","mu",0.00670924270924271
"ou",9,"c","mu",0.0104708384708385
"ou",9,"alpha","K",-0.330677310677311
"ou",9,"c","K",-0.844579156579157
"ou",9,"alpha","c",-0.0253719613719614
"ou",9,"mu","p",0.0279154599154599
"ou",9,"K","p",-0.45182587982588
"ou",9,"alpha","p",0.0386523866523867
"ou",9,"c","p",0.73390270990271
"ou",10,"K","mu",-0.00367607167607168
"ou",10,"alpha","mu",0.0043021243021243
"ou",10,"c","mu",-0.00724203124203124
"ou",10,"alpha","K",-0.385197433197433
"ou",10,"c","K",-0.828734988734989
"ou",10,"alpha","c",-0.0166835566835567
"ou",10,"mu","p",-0.0138197058197058
"ou",10,"K","p",-0.42793105993106
"ou",10,"alpha","p",-0.0350949590949591
"ou",10,"c","p",0.743098751098751
"ou",11,"K","mu",0.00953892953892954
"ou",11,"alpha","mu",-0.0353069033069033
"ou",11,"c","mu",-0.00023948423948424
"ou",11,"alpha","K",-0.373411993411993
"ou",11,"c","K",-0.833711981711982
"ou",11,"alpha","c",-0.00842421242421242
"ou",11,"mu","p",-0.0108964668964669
"ou",11,"K","p",-0.446804990804991
"ou",11,"alpha","p",-0.0226425826425826
"ou",11,"c","p",0.749476601476602
"ou",12,"K","mu",-0.0347669747669748
"ou",12,"alpha","mu",0.0206700446700447
"ou",12,"c","mu",0.0137858177858178
"ou",12,"alpha","K",-0.327172191172191
"ou",12,"c","K",-0.837157377157377
"ou",12,"alpha","c",-0.0735923415923416
"ou",12,"mu","p",-0.00842954042954043
"ou",12,"K","p",-0.443675771675772
"ou",12,"alpha","p",-0.0616801096801097
"ou",12,"c","p",0.741299541299541
"ou",13,"K","mu",0.0103537303537304
"ou",13,"alpha","mu",0.0296383616383616
"ou",13,"c","mu",-0.0156389556389556
"ou",13,"alpha","K",-0.399124407124407
"ou",13,"c","K",-0.848153612153612
"ou",13,"alpha","c",0.0291532971532972
"ou",13,"mu","p",-0.00385595185595186
"ou",13,"K","p",-0.454976626976627
"ou",13,"alpha","p",0.00644250644250644
"ou",13,"c","p",0.740352224352224
"ou",14,"K","mu",0.000676872676872677
"ou",14,"alpha","mu",0.0213786333786334
"ou",14,"c","mu",-0.0204738204738205
"ou",14,"alpha","K",-0.374467898467899
"ou",14,"c","K",-0.833034617034617
"ou",14,"alpha","c",0.0014019974019974
"ou",14,"mu","p",-0.0384955464955465
"ou",14,"K","p",-0.416816696816697
"ou",14,"alpha","p",0.030006162006162
"ou",14,"c","p",0.721608241608242
"ou",15,"K","mu",-0.0148800148800149
"ou",15,"alpha","mu",0.0191156111156111
"ou",15,"c","mu",-0.00574278574278574
"ou",15,"alpha","K",-0.354002418002418
"ou",15,"c","K",-0.874186942186942
"ou",15,"alpha","c",0.0204929604929605
"ou",15,"mu","p",-0.0148234588234588
"ou",15,"K","p",-0.495532851532852
"ou",15,"alpha","p",0.000569316569316569
"ou",15,"c","p",0.749572601572602
"ou",16,"K","mu",-0.038039582039582
"ou",16,"alpha","mu",0.00941093741093741
"ou",16,"c","mu",0.0199097599097599
"ou",16,"alpha","K",-0.36828542028542
"ou",16,"c","K",-0.836999360999361
"ou",16,"alpha","c",-0.0124109524109524
"ou",16,"mu","p",-0.0281317841317841
"ou",16,"K","p",-0.468519924519925
"ou",16,"alpha","p",-0.0255824415824416
"ou",16,"c","p",0.769530073530074
"ou",17,"K","mu",-0.00115734115734116
"ou",17,"alpha","mu",-0.0108944628944629
"ou",17,"c","mu",0.0101298341298341
"ou",17,"alpha","K",-0.368370548370548
"ou",17,"c","K",-0.83606684006684
"ou",17,"alpha","c",-0.0197463917463917
"ou",17,"mu","p",-0.0159205359205359
"ou",17,"K","p",-0.464820968820969
"ou",17,"alpha","p",0.0168351768351768
"ou",17,"c","p",0.748555840555841
"ou",18,"K","mu",0.000507384507384507
"ou",18,"alpha","mu",-0.0418994098994099
"ou",18,"c","mu",-0.0044043644043644
"ou",18,"alpha","K",-0.421526545526546
"ou",18,"c","K",-0.840849540849541
"ou",18,"alpha","c",0.0484408204408204
"ou",18,"mu","p",-0.0182821262821263
"ou",18,"K","p",-0.416548892548893
"ou",18,"alpha","p",0.0247720567720568
"ou",18,"c","p",0.714054486054486
"ou",19,"K","mu",-0.0479318519318519
"ou",19,"alpha","mu",0.0076938316938317
"ou",19,"c","mu",0.0380671940671941
"ou",19,"alpha","K",-0.370646374646375
"ou",19,"c","K",-0.84004512004512
"ou",19,"alpha","c",-0.012031944031944
"ou",19,"mu","p",0.0223742143742144
"ou",19,"K","p",-0.434581778581779
"ou",19,"alpha","p",-0.0175499335499336
"ou",19,"c","p",0.735789771789772
"ou",20,"K","mu",0.00146622146622147
"ou",20,"alpha","mu",0.0301562221562222
"ou",20,"c","mu",-0.019033423033423
"ou",20,"alpha","K",-0.263051507051507
"ou",20,"c","K",-0.837394881394881
"ou",20,"alpha","c",-0.12243437043437
"ou",20,"mu","p",-0.00109095709095709
"ou",20,"K","p",-0.424692220692221
"ou",20,"alpha","p",-0.0712849672849673
"ou",20,"c","p",0.727680103680104
"ou",21,"K","mu",0.0188309708309708
"ou",21,"alpha","mu",-0.0215343695343695
"ou",21,"c","mu",0.021004725004725
"ou",21,"alpha","K",-0.402043746043746
"ou",21,"c","K",-0.819232131232131
"ou",21,"alpha","c",-0.00209340209340209
"ou",21,"mu","p",0.0555672435672436
"ou",21,"K","p",-0.47415081015081
"ou",21,"alpha","p",0.039974223974224
"ou",21,"c","p",0.769200421200421
"ou",22,"K","mu",0.0194701634701635
"ou",22,"alpha","mu",0.0175931455931456
"ou",22,"c","mu",-0.0395632955632956
"ou",22,"alpha","K",-0.358923814923815
"ou",22,"c","K",-0.811045579045579
"ou",22,"alpha","c",-0.0383378183378183
"ou",22,"mu","p",-0.0222043662043662
"ou",22,"K","p",-0.430851646851647
"ou",22,"alpha","p",0.00112322512322512
"ou",22,"c","p",0.752364488364488
"ou",23,"K","mu",0.00376170376170376
"ou",23,"alpha","mu",-0.00810735210735211
"ou",23,"c","mu",-0.0135269655269655
"ou",23,"alpha","K",-0.407533211533212
"ou",23,"c","K",-0.837137913137913
"ou",23,"alpha","c",0.0545387465387465
"ou",23,"mu","p",0.00833880833880834
"ou",23,"K","p",-0.424195408195408
"ou",23,"alpha","p",0.0571823011823012
"ou",23,"c","p",0.735016131016131
"ou",24,"K","mu",-0.0751158871158871
"ou",24,"alpha","mu",0.00168837768837769
"ou",24,"c","mu",0.0805369765369765
"ou",24,"alpha","K",-0.345655137655138
"ou",24,"c","K",-0.841924921924922
"ou",24,"alpha","c",-0.0341526461526462
"ou",24,"mu","p",0.0709072669072669
"ou",24,"K","p",-0.497271833271833
"ou",24,"alpha","p",-0.00311573111573112
"ou",24,"c","p",0.774390558390558
"ou",25,"K","mu",-0.0261036861036861
"ou",25,"alpha","mu",0.00722693522693523
"ou",25,"c","mu",0.0111825831825832
"ou",25,"alpha","K",-0.419272403272403
"ou",25,"c","K",-0.852854952854953
"ou",25,"alpha","c",0.0738594498594499
"ou",25,"mu","p",-0.0100724140724141
"ou",25,"K","p",-0.437547353547354
"ou",25,"alpha","p",0.0634564834564835
"ou",25,"c","p",0.725195165195165
"ou",26,"K","mu",-0.0383668463668464
"ou",26,"alpha","mu",0.0055039495039495
"ou",26,"c","mu",-0.00665303465303465
"ou",26,"alpha","K",-0.331429759429759
"ou",26,"c","K",-0.844182328182328
"ou",26,"alpha","c",-0.0401023481023481
"ou",26,"mu","p",-0.0413686373686374
"ou",26,"K","p",-0.457077229077229
"ou",26,"alpha","p",-0.0445005085005085
"ou",26,"c","p",0.755106455106455
"ou",27,"K","mu",-0.0197147117147117
"ou",27,"alpha","mu",0.084012648012648
"ou",27,"c","mu",0.00178776178776179
"ou",27,"alpha","K",-0.354530706530707
"ou",27,"c","K",-0.831953583953584
"ou",27,"alpha","c",-0.0358208878208878
"ou",27,"mu","p",0.0106445626445626
"ou",27,"K","p",-0.451822951822952
"ou",27,"alpha","p",-0.0379182619182619
"ou",27,"c","p",0.752215124215124
"ou",28,"K","mu",0.00427475227475228
"ou",28,"alpha","mu",0.00153223353223353
"ou",28,"c","mu",-0.0120505680505681
"ou",28,"alpha","K",-0.35635268035268
"ou",28,"c","K",-0.840071544071544
"ou",28,"alpha","c",0.00528542928542929
"ou",28,"mu","p",0.00664977064977065
"ou",28,"K","p",-0.416475776475776
"ou",28,"alpha","p",0.013007149007149
"ou",28,"c","p",0.722503082503083
"ou",29,"K","mu",-0.00612419412419412
"ou",29,"alpha","mu",0.0450833010833011
"ou",29,"c","mu",-0.00888629688629689
"ou",29,"alpha","K",-0.356564480564481
"ou",29,"c","K",-0.833109437109437
"ou",29,"alpha","c",-0.0217871257871258
"ou",29,"mu","p",-0.00090972090972091
"ou",29,"K","p",-0.454724266724267
"ou",29,"alpha","p",0.0121119241119241
"ou",29,"c","p",0.74763831963832
"ou",30,"K","mu",0.0333998133998134
"ou",30,"alpha","mu",-0.027999063999064
"ou",30,"c","mu",-0.00884591684591685
"ou",30,"alpha","K",-0.415190467190467
"ou",30,"c","K",-0.815237435237435
"ou",30,"alpha","c",-0.00731901131901132
"ou",30,"mu","p",-0.0138793698793699
"ou",30,"K","p",-0.404564864564865
"ou",30,"alpha","p",-0.0347406227406227
"ou",30,"c","p",0.731081111081111
"ou",31,"K","mu",0.0028001068001068
"ou",31,"alpha","mu",0.00681203481203481
"ou",31,"c","mu",0.00674589074589075
"ou",31,"alpha","K",-0.396974808974809
"ou",31,"c","K",-0.827990567990568
"ou",31,"alpha","c",0.0106223986223986
"ou",31,"mu","p",0.0195242475242475
"ou",31,"K","p",-0.4638457998458
"ou",31,"alpha","p",-0.0187392667392667
"ou",31,"c","p",0.7755817995818
"ou",32,"K","mu",-0.0338935058935059
"ou",32,"alpha","mu",0.0075999795999796
"ou",32,"c","mu",0.0133649653649654
"ou",32,"alpha","K",-0.405825777825778
"ou",32,"c","K",-0.819378567378568
"ou",32,"alpha","c",0.00826620826620827
"ou",32,"mu","p",-0.0106451386451386
"ou",32,"K","p",-0.400628956628957
"ou",32,"alpha","p",0.000999048999048999
"ou",32,"c","p",0.724562572562573
"ou",33,"K","mu",0.0543382863382863
"ou",33,"alpha","mu",-0.0261219981219981
"ou",33,"c","mu",-0.0396375756375756
"ou",33,"alpha","K",-0.361248865248865
"ou",33,"c","K",-0.828432204432205
"ou",33,"alpha","c",-0.0348429588429588
"ou",33,"mu","p",-0.0482386202386202
"ou",33,"K","p",-0.460091968091968
"ou",33,"alpha","p",0.0143972063972064
"ou",33,"c","p",0.750663330663331
"ou",34,"K","mu",-0.000822504822504823
"ou",34,"alpha","mu",-0.000137328137328137
"ou",34,"c","mu",0.008004368004368
"ou",34,"alpha","K",-0.364000348000348
"ou",34,"c","K",-0.802265362265362
"ou",34,"alpha","c",-0.0598718398718399
"ou",34,"mu","p",0.0188683388683389
"ou",34,"K","p",-0.395463311463311
"ou",34,"alpha","p",-0.0442671082671083
"ou",34,"c","p",0.735293739293739
"ou",35,"K","mu",-0.0336761136761137
"ou",35,"alpha","mu",-0.0116751476751477
"ou",35,"c","mu",0.0542037302037302
"ou",35,"alpha","K",-0.350313758313758
"ou",35,"c","K",-0.851081567081567
"ou",35,"alpha","c",0.00322986322986323
"ou",35,"mu","p",0.0355618075618076
"ou",35,"K","p",-0.465385305385305
"ou",35,"alpha","p",0.0162467202467202
"ou",35,"c","p",0.749922557922558
"ou",36,"K","mu",0.0272788112788113
"ou",36,"alpha","mu",-0.041999045999046
"ou",36,"c","mu",-0.0111693831693832
"ou",36,"alpha","K",-0.39632742032742
"ou",36,"c","K",-0.807649731649732
"ou",36,"alpha","c",-0.0114840954840955
"ou",36,"mu","p",0.0173245373245373
"ou",36,"K","p",-0.373166413166413
"ou",36,"alpha","p",0.00383527583527584
"ou",36,"c","p",0.705364689364689
"ou",37,"K","mu",-0.030968838968839
"ou",37,"alpha","mu",-0.0157539037539038
"ou",37,"c","mu",0.0502870702870703
"ou",37,"alpha","K",-0.399942375942376
"ou",37,"c","K",-0.829602661602662
"ou",37,"alpha","c",0.0132216972216972
"ou",37,"mu","p",0.0190552030552031
"ou",37,"K","p",-0.434733818733819
"ou",37,"alpha","p",-0.00184482184482185
"ou",37,"c","p",0.738714342714343
"ou",38,"K","mu",-0.00501996501996502
"ou",38,"alpha","mu",-0.0245499485499486
"ou",38,"c","mu",0.00088024888024888
"ou",38,"alpha","K",-0.381010149010149
"ou",38,"c","K",-0.816315312315312
"ou",38,"alpha","c",-0.0293688173688174
"ou",38,"mu","p",-0.0267320667320667
"ou",38,"K","p",-0.423715551715552
"ou",38,"alpha","p",-0.0392756192756193
"ou",38,"c","p",0.750170286170286
"ou",39,"K","mu",-0.00984125784125784
"ou",39,"alpha","mu",0.0574933654933655
"ou",39,"c","mu",-0.0284728724728725
"ou",39,"alpha","K",-0.367356463356463
"ou",39,"c","K",-0.825818601818602
"ou",39,"alpha","c",-0.00320547920547921
"ou",39,"mu","p",-0.0179360699360699
"ou",39,"K","p",-0.401737397737398
"ou",39,"alpha","p",0.0221452061452061
"ou",39,"c","p",0.724193044193044
"ou",40,"K","mu",-0.0488821808821809
"ou",40,"alpha","mu",0.034964086964087
"ou",40,"c","mu",0.0293112053112053
"ou",40,"alpha","K",-0.427027891027891
"ou",40,"c","K",-0.826404358404359
"ou",40,"alpha","c",0.062983310983311
"ou",40,"mu","p",-0.00805902805902806
"ou",40,"K","p",-0.412965796965797
"ou",40,"alpha","p",0.0232746232746233
"ou",40,"c","p",0.742558510558511
"ou",41,"K","mu",0.00197736197736198
"ou",41,"alpha","mu",0.000662196662196662
"ou",41,"c","mu",-0.00758501558501559
"ou",41,"alpha","K",-0.363719811719812
"ou",41,"c","K",-0.837343893343893
"ou",41,"alpha","c",-0.0149248469248469
"ou",41,"mu","p",-0.00831020031020031
"ou",41,"K","p",-0.467908607908608
"ou",41,"alpha","p",0.0181414261414261
"ou",41,"c","p",0.75621678021678
"ou",42,"K","mu",0.0567949527949528
"ou",42,"alpha","mu",-0.00361532761532762
"ou",42,"c","mu",-0.0654592014592015
"ou",42,"alpha","K",-0.380562644562645
"ou",42,"c","K",-0.821550077550078
"ou",42,"alpha","c",-0.0325877005877006
"ou",42,"mu","p",-0.0618114498114498
"ou",42,"K","p",-0.403145011145011
"ou",42,"alpha","p",-0.0617473337473338
"ou",42,"c","p",0.736448452448452
"ou",43,"K","mu",-0.0521522321522322
"ou",43,"alpha","mu",-0.0367788607788608
"ou",43,"c","mu",0.0788260508260508
"ou",43,"alpha","K",-0.387831027831028
"ou",43,"c","K",-0.850558270558271
"ou",43,"alpha","c",0.0193876273876274
"ou",43,"mu","p",0.0546485106485107
"ou",43,"K","p",-0.444598020598021
"ou",43,"alpha","p",0.0147065427065427
"ou",43,"c","p",0.727649155649156
"ou",44,"K","mu",-0.0104846024846025
"ou",44,"alpha","mu",-0.00346590346590347
"ou",44,"c","mu",0.00283334683334683
"ou",44,"alpha","K",-0.367744903744904
"ou",44,"c","K",-0.856596904596905
"ou",44,"alpha","c",0.00786777186777187
"ou",44,"mu","p",-0.00585816585816586
"ou",44,"K","p",-0.483985887985888
"ou",44,"alpha","p",-0.00476201276201276
"ou",44,"c","p",0.755323847323847
"ou",45,"K","mu",0.00693336693336693
"ou",45,"alpha","mu",0.0426340146340146
"ou",45,"c","mu",-0.0408523968523969
"ou",45,"alpha","K",-0.353912561912562
"ou",45,"c","K",-0.838538410538411
"ou",45,"alpha","c",-0.022020178020178
"ou",45,"mu","p",-0.0446828246828247
"ou",45,"K","p",-0.491143331143331
"ou",45,"alpha","p",0.00387589587589588
"ou",45,"c","p",0.769836457836458
"ou",46,"K","mu",-0.0134129654129654
"ou",46,"alpha","mu",0.00951663351663352
"ou",46,"c","mu",0.0186551826551827
"ou",46,"alpha","K",-0.431692415692416
"ou",46,"c","K",-0.811673023673024
"ou",46,"alpha","c",0.00194724194724195
"ou",46,"mu","p",0.00858462858462859
"ou",46,"K","p",-0.422000822000822
"ou",46,"alpha","p",0.00881824481824482
"ou",46,"c","p",0.729246597246597
"ou",47,"K","mu",0.0337551097551098
"ou",47,"alpha","mu",0.0313558633558634
"ou",47,"c","mu",-0.0429295509295509
"ou",47,"alpha","K",-0.38041286041286
"ou",47,"c","K",-0.840687084687085
"ou",47,"alpha","c",-0.00166442566442566
"ou",47,"mu","p",-0.0165444885444885
"ou",47,"K","p",-0.460343152343152
"ou",47,"alpha","p",0.00477464877464878
"ou",47,"c","p",0.743781611781612
"ou",48,"K","mu",0.0401303321303321
"ou",48,"alpha","mu",-0.0451074571074571
"ou",48,"c","mu",-0.0585549465549466
"ou",48,"alpha","K",-0.325558981558982
"ou",48,"c","K",-0.846829866829867
"ou",48,"alpha","c",-0.0295515655515656
"ou",48,"mu","p",-0.073004017004017
"ou",48,"K","p",-0.467340011340011
"ou",48,"alpha","p",0.0357668517668518
"ou",48,"c","p",0.737779577779578
"ou",49,"K","mu",0.0303143343143343
"ou",49,"alpha","mu",-0.00131804531804532
"ou",49,"c","mu",-0.0578010698010698
"ou",49,"alpha","K",-0.362821202821203
"ou",49,"c","K",-0.840071688071688
"ou",49,"alpha","c",-0.0218638778638779
"ou",49,"mu","p",-0.0323865203865204
"ou",49,"K","p",-0.471879867879868
"ou",49,"alpha","p",0.00820572820572821
"ou",49,"c","p",0.752093516093516
"ou",50,"K","mu",0.028047508047508
"ou",50,"alpha","mu",-0.00434066834066834
"ou",50,"c","mu",-0.00234009834009834
"ou",50,"alpha","K",-0.378553710553711
"ou",50,"c","K",-0.831577491577492
"ou",50,"alpha","c",-0.0136434496434496
"ou",50,"mu","p",0.0191788151788152
"ou",50,"K","p",-0.445726537726538
"ou",50,"alpha","p",-0.0176296616296616
"ou",50,"c","p",0.748283848283848
"ou",51,"K","mu",0.0256001776001776
"ou",51,"alpha","mu",0.0155765435765436
"ou",51,"c","mu",-0.00898607698607699
"ou",51,"alpha","K",-0.399657483657484
"ou",51,"c","K",-0.824508068508069
"ou",51,"alpha","c",-0.0107923907923908
"ou",51,"mu","p",0.052995412995413
"ou",51,"K","p",-0.413870825870826
"ou",51,"alpha","p",-0.0189445749445749
"ou",51,"c","p",0.728150912150912
"ou",52,"K","mu",-0.052945144945145
"ou",52,"alpha","mu",0.0612814932814933
"ou",52,"c","mu",0.0271290631290631
"ou",52,"alpha","K",-0.40638427038427
"ou",52,"c","K",-0.845321753321753
"ou",52,"alpha","c",0.0495490575490575
"ou",52,"mu","p",0.0179042459042459
"ou",52,"K","p",-0.509422841422842
"ou",52,"alpha","p",0.0679031119031119
"ou",52,"c","p",0.777903417903418
"ou",53,"K","mu",0.00991881391881392
"ou",53,"alpha","mu",0.0341561861561862
"ou",53,"c","mu",-0.0166922686922687
"ou",53,"alpha","K",-0.396543168543169
"ou",53,"c","K",-0.814572382572383
"ou",53,"alpha","c",-0.0210781890781891
"ou",53,"mu","p",-0.00978940578940579
"ou",53,"K","p",-0.399063195063195
"ou",53,"alpha","p",-0.020965916965917
"ou",53,"c","p",0.723181935181935
"ou",54,"K","mu",0.0530967890967891
"ou",54,"alpha","mu",-0.00515504915504916
"ou",54,"c","mu",-0.0497874737874738
"ou",54,"alpha","K",-0.422310902310902
"ou",54,"c","K",-0.82957012957013
"ou",54,"alpha","c",0.037014169014169
"ou",54,"mu","p",0.00107508107508108
"ou",54,"K","p",-0.449288489288489
"ou",54,"alpha","p",0.0282384882384882
"ou",54,"c","p",0.750785082785083
"ou",55,"K","mu",0.026982698982699
"ou",55,"alpha","mu",-0.00223761823761824
"ou",55,"c","mu",-0.0245043965043965
"ou",55,"alpha","K",-0.37009579009579
"ou",55,"c","K",-0.833419697419697
"ou",55,"alpha","c",0.000331800331800332
"ou",55,"mu","p",0.0302830982830983
"ou",55,"K","p",-0.436149004149004
"ou",55,"alpha","p",0.026957210957211
"ou",55,"c","p",0.741224133224133
"ou",56,"K","mu",0.0102077742077742
"ou",56,"alpha","mu",0.0388962268962269
"ou",56,"c","mu",-0.0104865104865105
"ou",56,"alpha","K",-0.33825701025701
"ou",56,"c","K",-0.816549420549421
"ou",56,"alpha","c",-0.0650509610509611
"ou",56,"mu","p",0.000919212919212919
"ou",56,"K","p",-0.399091407091407
"ou",56,"alpha","p",-0.0470986430986431
"ou",56,"c","p",0.733495873495874
"ou",57,"K","mu",-0.0133462693462693
"ou",57,"alpha","mu",0.00105236505236505
"ou",57,"c","mu",-0.00855299655299655
"ou",57,"alpha","K",-0.382582810582811
"ou",57,"c","K",-0.841511461511462
"ou",57,"alpha","c",-0.000818688818688819
"ou",57,"mu","p",-0.0426630786630787
"ou",57,"K","p",-0.434936102936103
"ou",57,"alpha","p",-0.0262576342576343
"ou",57,"c","p",0.727826647826648
"ou",58,"K","mu",-0.00686728286728287
"ou",58,"alpha","mu",0.0225346665346665
"ou",58,"c","mu",-0.0124686724686725
"ou",58,"alpha","K",-0.303056199056199
"ou",58,"c","K",-0.841646917646918
"ou",58,"alpha","c",-0.0625913185913186
"ou",58,"mu","p",0.00772349572349572
"ou",58,"K","p",-0.473537693537694
"ou",58,"alpha","p",0.0109144909144909
"ou",58,"c","p",0.749500517500518
"ou",59,"K","mu",-0.0103197943197943
"ou",59,"alpha","mu",-0.000297108297108297
"ou",59,"c","mu",0.00351863151863152
"ou",59,"alpha","K",-0.406873654873655
"ou",59,"c","K",-0.820313248313248
"ou",59,"alpha","c",0.0178392658392658
"ou",59,"mu","p",-0.0262903102903103
"ou",59,"K","p",-0.389270333270333
"ou",59,"alpha","p",0.0160847920847921
"ou",59,"c","p",0.712996156996157
"ou",60,"K","mu",0.00461828861828862
"ou",60,"alpha","mu",0.0182909822909823
"ou",60,"c","mu",0.00604277404277404
"ou",60,"alpha","K",-0.409208821208821
"ou",60,"c","K",-0.828319548319548
"ou",60,"alpha","c",-0.000484092484092484
"ou",60,"mu","p",0.037043377043377
"ou",60,"K","p",-0.440037008037008
"ou",60,"alpha","p",-0.0243840963840964
"ou",60,"c","p",0.750305538305538
"ou",61,"K","mu",0.0274341154341154
"ou",61,"alpha","mu",-0.0764811284811285
"ou",61,"c","mu",-0.0230729390729391
"ou",61,"alpha","K",-0.378264558264558
"ou",61,"c","K",-0.849826137826138
"ou",61,"alpha","c",0.0177220617220617
"ou",61,"mu","p",-0.0436773196773197
"ou",61,"K","p",-0.438426234426234
"ou",61,"alpha","p",0.0038030078030078
"ou",61,"c","p",0.728416232416233
"ou",62,"K","mu",-0.0402642642642643
"ou",62,"alpha","mu",-0.0231054951054951
"ou",62,"c","mu",0.0731673731673732
"ou",62,"alpha","K",-0.437226185226185
"ou",62,"c","K",-0.821147429147429
"ou",62,"alpha","c",0.0372550452550453
"ou",62,"mu","p",0.0829105429105429
"ou",62,"K","p",-0.437189861189861
"ou",62,"alpha","p",0.0126333246333246
"ou",62,"c","p",0.756427128427128
"ou",63,"K","mu",-0.0472814512814513
"ou",63,"alpha","mu",0.0572724932724933
"ou",63,"c","mu",0.0111799551799552
"ou",63,"alpha","K",-0.371830751830752
"ou",63,"c","K",-0.847164199164199
"ou",63,"alpha","c",0.006000894000894
"ou",63,"mu","p",-0.0147945267945268
"ou",63,"K","p",-0.436545592545593
"ou",63,"alpha","p",-0.00988438588438589
"ou",63,"c","p",0.729158589158589
"ou",64,"K","mu",-0.0233765753765754
"ou",64,"alpha","mu",0.0342965502965503
"ou",64,"c","mu",-0.00761187161187161
"ou",64,"alpha","K",-0.396355104355104
"ou",64,"c","K",-0.823764751764752
"ou",64,"alpha","c",0.00976906576906577
"ou",64,"mu","p",-0.00483811683811684
"ou",64,"K","p",-0.417442185442185
"ou",64,"alpha","p",0.00144338544338544
"ou",64,"c","p",0.736893472893473
"ou",65,"K","mu",0.000283668283668284
"ou",65,"alpha","mu",0.0127861327861328
"ou",65,"c","mu",-0.0144117624117624
"ou",65,"alpha","K",-0.326853374853375
"ou",65,"c","K",-0.845340377340377
"ou",65,"alpha","c",-0.0300576900576901
"ou",65,"mu","p",0.00994096594096594
"ou",65,"K","p",-0.461356337356337
"ou",65,"alpha","p",-0.0103219903219903
"ou",65,"c","p",0.746891450891451
"ou",66,"K","mu",-0.0509357069357069
"ou",66,"alpha","mu",0.004004848004848
"ou",66,"c","mu",0.0211677451677452
