"truth_kernel","rep","n_fit","converged","hit_max","inla_failure","degenerate","min_sd","B","one_minus_B","ta","tau","fit_result"
"MSE truth",78,2206,FALSE,TRUE,FALSE,FALSE,0.0090990174818847,0.999998222844411,1.77715558902225e-06,59.6296907700827,0.000105971426551434,"Non-converged"
"MSE truth",79,1709,FALSE,TRUE,FALSE,TRUE,3.7526401487256e-57,0.999447221363076,0.000552778636923601,200,0.110616874029567,"Degenerate"
"MSE truth",80,6416,FALSE,TRUE,FALSE,FALSE,0.00993859250132188,0.999939915644393,6.00843556071151e-05,8.33777180304935,0.000500999748232426,"Non-converged"
"MSE truth",81,1765,FALSE,TRUE,FALSE,FALSE,0.00913129745323145,0.999762987713678,0.000237012286321892,47.3937713907629,0.0112355690826582,"Non-converged"
"MSE truth",82,5557,FALSE,TRUE,FALSE,FALSE,0.00680383869139711,0.999998543981436,1.45601856427202e-06,55.0397020182992,8.0138944594435e-05,"Non-converged"
"MSE truth",83,2496,FALSE,TRUE,FALSE,FALSE,0.012479481883562,0.999609182044564,0.000390817955436162,7.61613452866393,0.00297768585791812,"Non-converged"
"MSE truth",84,2421,FALSE,TRUE,FALSE,TRUE,8.00090097521274e-65,0.999447221363076,0.000552778636923601,200,0.110616874029567,"Degenerate"
"MSE truth",85,2408,FALSE,TRUE,FALSE,TRUE,2.3517771894686e-07,0.999447615104389,0.000552384895611158,196.155884843501,0.108413433916168,"Degenerate"
"MSE truth",86,3130,FALSE,TRUE,FALSE,FALSE,0.011920497385285,0.999967550021182,3.24499788181276e-05,8.59198007895854,0.000278818619226267,"Non-converged"
"MSE truth",87,3185,FALSE,TRUE,FALSE,FALSE,0.0114509975334354,0.999624431135616,0.000375568864384168,8.36237040445242,0.00314182592835598,"Non-converged"
"MSE truth",88,1583,FALSE,TRUE,FALSE,FALSE,0.00917218113010753,0.99967988990006,0.000320110099940041,32.6013644668017,0.0104393677847145,"Non-converged"
"MSE truth",89,3792,FALSE,TRUE,FALSE,FALSE,0.00693673799637058,0.999880104178417,0.000119895821582783,74.3350716595039,0.0089135331844156,"Non-converged"
"MSE truth",90,2700,FALSE,TRUE,FALSE,FALSE,0.00920914299754618,0.999848065361217,0.000151934638783491,140.213079141666,0.0213064607215235,"Non-converged"
"MSE truth",91,5316,FALSE,TRUE,FALSE,TRUE,9.20509099176236e-101,0.999447221363076,0.000552778636923601,200,0.110616874029567,"Degenerate"
"MSE truth",92,6695,FALSE,TRUE,FALSE,FALSE,0.00982452667754254,0.999873315518824,0.000126684481176476,9.20443939343352,0.00116620736945298,"Non-converged"
"MSE truth",93,3300,FALSE,TRUE,FALSE,FALSE,0.00697460735423134,0.999939854817424,6.01451825761323e-05,93.1843111476618,0.00560492451641561,"Non-converged"
