"truth_kernel","fitted_kernel","rep","posterior_mean_tv","posterior_q025_tv","posterior_q10_tv","posterior_median_tv","posterior_q90_tv","posterior_q975_tv","posterior_iqr_tv"
"mse","ou",42,0.0705351692447059,0.0648207893237558,0.0664622551770224,0.070222106388531,0.0746928700407479,0.0782088128376495,0.00432910031323845
"mse","ou",43,0.0667146518716745,0.06356672212708,0.0643305291149732,0.0664462105825502,0.0694291012858317,0.0712909606275995,0.00250422597310015
"mse","ou",44,0.0676261546450191,0.0637600553286857,0.0648441525131678,0.0672647586701729,0.0709693784563119,0.0730650092584601,0.00325958136512419
"mse","ou",45,0.0648441348896562,0.0626459745842852,0.0628359364597291,0.0643593582452099,0.0673897637079334,0.0700366815511976,0.00237546137255532
"mse","ou",46,0.0799945665353463,0.0739349299483717,0.0759259324340631,0.0798572378165197,0.0840647867503735,0.0869723268171056,0.00422500556122224
"mse","ou",47,0.0648047016548012,0.0626434932573443,0.0628684759088408,0.0642543452517339,0.0673651650871139,0.0702328668199682,0.0023566470055576
"mse","ou",48,0.078838962960751,0.0697347696785006,0.0729846065725546,0.078687655059009,0.0847315596674734,0.089004420737097,0.00645408317807385
"mse","ou",49,0.0735046068744328,0.069276472724395,0.0706264272362578,0.0732905695620484,0.0766108041507994,0.078617271569569,0.00330153391722822
"mse","ou",50,0.0680190225332067,0.0640199331401167,0.0650912532503012,0.067779986164329,0.0710504784212997,0.0733005220209653,0.00333541739009076
"mse","ou",51,0.0840678970747391,0.0789203590106876,0.0805489523694525,0.0839283128034906,0.087757933652021,0.0898824144190382,0.00405875219310392
"mse","ou",52,0.077395591247269,0.0721891718628039,0.0735816525211911,0.0771519916968503,0.0814964690086078,0.0837369258980466,0.00434250906917058
"mse","ou",53,0.0683561844874628,0.0638887117095921,0.0650849753190409,0.0680258875964613,0.0720277157720311,0.0742215978456907,0.00369572433057044
"mse","ou",54,0.0658424769757114,0.0629764759668949,0.0636060762936717,0.0655931224651511,0.0685143823320215,0.0699797338778225,0.00260396784855947
"mse","ou",55,0.0643301617505918,0.0626376717299769,0.0628862516554871,0.063999737317542,0.066168306241357,0.0680106664176984,0.00173082211891916
"mse","ou",56,0.0655821618455291,0.0627986826427582,0.0632696828677472,0.0652434227736171,0.0682306379647007,0.0705969095508235,0.00269076519157525
"mse","ou",57,0.0650356259736808,0.062646101335543,0.0629051725114838,0.0644025939575898,0.0678235736094547,0.0702032277452563,0.0026108622474372
"mse","ou",58,0.0719497541859433,0.0670682660165317,0.0686274509353546,0.0718134248224823,0.0753380242984891,0.0774567376329392,0.0036471144663482
"mse","ou",59,0.0647957697327527,0.0626154477987692,0.0628134810004768,0.0641355725093425,0.0675587560214851,0.0708901016294059,0.0022309532255618
"mse","ou",60,0.0700823776538491,0.063770366763274,0.0649918736001311,0.06897686824677,0.0770356801715577,0.0818204361269978,0.00584172090298302
"mse","ou",61,0.0671635658793513,0.063196248459655,0.0639056542011531,0.0667164233646014,0.071088682711056,0.0736748933262776,0.00371763330733352
"mse","ou",62,0.0641595089897593,0.0625866205752064,0.0627004176156945,0.0635407611686627,0.0663692015575607,0.0688411429945611,0.00185657107959476
"mse","ou",63,0.0666485119737273,0.0627309922783042,0.0631473230498423,0.0657667028404582,0.0708975436960742,0.0750845969653552,0.00421762295133285
"mse","ou",64,0.0712351774590303,0.0668372018544938,0.0680462741135043,0.0710130212237881,0.0745741078584356,0.0769084589009893,0.00364640011680331
"mse","ou",65,0.0653742901339185,0.0627318044573895,0.063166338272314,0.0649904409147843,0.068043378917321,0.0701564459388212,0.00261895171893346
